budget,regime,model,zero_shot_method,n_rows,mean_best_top100_percentile,mean_top1pct_recall_at_100,mean_abs_spearman_all
100,single_plus_double,additive_plus_zscore,S3F_MSA,1065,0.9937854614684392,0.17901778174127134,0.5139152857299427
100,single_plus_double,additive_plus_zscore,SaProt_650M_AF2,1065,0.993658319685197,0.18083566333532472,0.47158355950273906
100,single_plus_double,additive_plus_zscore,ProSST-1024,1065,0.9936184497146442,0.21096840686052482,0.5015265229028959
100,single_plus_double,zscore_linear,SaProt_650M_AF2,1065,0.9935421116713891,0.18362766147144122,0.47077132417929196
100,single_plus_double,additive_plus_zscore,RSALOR,1065,0.9935050403203626,0.16875905170756766,0.4832272350585888
100,single_plus_double,zscore_linear,RSALOR,1065,0.993288889668086,0.16786925829049013,0.48377764678908525
100,single_plus_double,additive_plus_zscore,VenusREM,1065,0.9930617163676656,0.20291556434574276,0.5361769894669317
100,single_plus_double,additive_plus_zscore,ProSST-2048,1065,0.9930418797344284,0.20974953321219283,0.5227626105118119
100,single_plus_double,zscore_linear,S2F,1065,0.9929671725226973,0.18069872578798366,0.47506420329607896
100,single_plus_double,zscore_linear,TranceptEVE_L,1065,0.992947366719459,0.17020477425746008,0.4745092090115885
100,single_plus_double,additive_plus_zscore,TranceptEVE_L,1065,0.9929233790497556,0.1705701298210649,0.47472765711141607
100,single_plus_double,xgboost,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9928631920222799,0.18691793644140137,0.5570894476720681
100,single_plus_double,zscore_linear,TranceptEVE_M,1065,0.992739908898955,0.16781221284182554,0.47363435880007165
100,single_plus_double,additive_plus_zscore,TranceptEVE_M,1065,0.9925409740273514,0.16819085502720063,0.47322977183956405
100,single_plus_double,zscore_linear,ESCOTT,1065,0.9923418888805254,0.1415607943200465,0.4983955461289775
100,single_plus_double,additive_plus_zscore,ESCOTT,1065,0.9921738887753571,0.14221052303771875,0.49843748147630945
100,single_plus_double,elastic_net,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.991436948940224,0.19140129486351173,0.6081831052124492
100,single_plus_double,additive_plus_zscore,GEMME,1065,0.9910418132239859,0.14255319927449855,0.47361477194870333
100,single_plus_double,zscore_linear,VenusREM,1065,0.9909118596179075,0.2034662505056034,0.5343918616098103
100,single_plus_double,zscore_linear,GEMME,1065,0.9908825600907676,0.14093903232775945,0.47400453139078186
100,single_plus_double,additive_plus_zscore,VespaG,1065,0.990559225234729,0.12519604924240302,0.47443827217124523
100,single_plus_double,zscore_linear,VespaG,1065,0.9899173076539951,0.12581251185816755,0.47993710778709747
100,single_plus_double,zscore_linear,ProSST-2048,1065,0.9887557753156796,0.21196640924281746,0.5208503004016578
100,single_plus_double,lasso,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9881968251179889,0.1728068379909682,0.616651986758875
100,single_plus_double,hist_gradient_boosting,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.9873979726847618,0.13725295084271139,0.5179798420599638
100,single_plus_double,onehot_site_ridge,mutation_identity,1065,0.9864444535199697,0.13243747834414143,0.48379179517301213
100,single_plus_double,additive_plus_site_ridge,mutation_identity,1065,0.9863803108116209,0.13197235662391865,0.48109016641159225
100,single_plus_double,global_mean,mutation_identity,1065,0.983785721008901,0.1275489856708828,nan
100,single_plus_double,additive_lookup,none,1065,0.9836729844758182,0.12479997166277779,0.10323890443339633
100,single_plus_double,mutation_order_mean,mutation_identity,1065,0.9833271832877348,0.12815763390207102,0.37017292292066356
100,single_plus_double,random_forest,VenusREM+ProSST-2048+S3F_MSA+S2F_MSA+PoET+ESM3+GEMME+TranceptEVE_L,1060,0.983106598584617,0.12223181371381334,0.42913509212348533
