assay,seed,double_budget,model,selection_policy,n_train_doubles,n_test_higher,spearman_higher,abs_spearman_higher,top1pct_recall_at_100,pair_coverage
Q6WV12_9MAXI_Somermeyer_2022.csv,2,50,pairwise_residual_from_doubles,informative_pair_coverage,50,14268,0.8383118673647575,0.8383118673647575,0.17482517482517482,0.003072111592377842
Q6WV12_9MAXI_Somermeyer_2022.csv,2,100,pairwise_residual_from_doubles,random_doubles,100,14268,0.8374812560667231,0.8374812560667231,0.17482517482517482,0.0005950486417668793
Q6WV12_9MAXI_Somermeyer_2022.csv,2,100,pairwise_residual_from_doubles,informative_pair_coverage,100,14268,0.8385748230787307,0.8385748230787307,0.17482517482517482,0.005479982840457772
Q6WV12_9MAXI_Somermeyer_2022.csv,3,20,pairwise_residual_from_doubles,random_doubles,20,14268,0.8378486786297816,0.8378486786297816,0.17482517482517482,0.00022141344809930392
Q6WV12_9MAXI_Somermeyer_2022.csv,3,20,pairwise_residual_from_doubles,informative_pair_coverage,20,14268,0.8377452063133047,0.8377452063133047,0.17482517482517482,0.0014115107316330627
Q6WV12_9MAXI_Somermeyer_2022.csv,3,50,pairwise_residual_from_doubles,random_doubles,50,14268,0.8376812229417636,0.8376812229417636,0.17482517482517482,0.00013838340506206495
Q6WV12_9MAXI_Somermeyer_2022.csv,3,50,pairwise_residual_from_doubles,informative_pair_coverage,50,14268,0.8383118673647575,0.8383118673647575,0.17482517482517482,0.003072111592377842
Q6WV12_9MAXI_Somermeyer_2022.csv,3,100,pairwise_residual_from_doubles,random_doubles,100,14268,0.837577742864538,0.837577742864538,0.17482517482517482,0.0005396952797420533
Q6WV12_9MAXI_Somermeyer_2022.csv,3,100,pairwise_residual_from_doubles,informative_pair_coverage,100,14268,0.8385748230787307,0.8385748230787307,0.17482517482517482,0.005479982840457772
Q6WV12_9MAXI_Somermeyer_2022.csv,4,20,pairwise_residual_from_doubles,random_doubles,20,14268,0.8379020923780579,0.8379020923780579,0.17482517482517482,0.00022141344809930392
Q6WV12_9MAXI_Somermeyer_2022.csv,4,20,pairwise_residual_from_doubles,informative_pair_coverage,20,14268,0.8377452063133047,0.8377452063133047,0.17482517482517482,0.0014115107316330627
Q6WV12_9MAXI_Somermeyer_2022.csv,4,50,pairwise_residual_from_doubles,random_doubles,50,14268,0.8376545496989136,0.8376545496989136,0.17482517482517482,0.00044282689619860784
Q6WV12_9MAXI_Somermeyer_2022.csv,4,50,pairwise_residual_from_doubles,informative_pair_coverage,50,14268,0.8383118673647575,0.8383118673647575,0.17482517482517482,0.003072111592377842
Q6WV12_9MAXI_Somermeyer_2022.csv,4,100,pairwise_residual_from_doubles,random_doubles,100,14268,0.8377122428338987,0.8377122428338987,0.17482517482517482,0.00048434191771722736
Q6WV12_9MAXI_Somermeyer_2022.csv,4,100,pairwise_residual_from_doubles,informative_pair_coverage,100,14268,0.8385748230787307,0.8385748230787307,0.17482517482517482,0.005479982840457772
Q8WTC7_9CNID_Somermeyer_2022.csv,all,0,additive_all_singles,none,0,21049,0.7405077699693575,0.7405077699693575,0.2132701421800948,0.0
Q8WTC7_9CNID_Somermeyer_2022.csv,0,20,pairwise_residual_from_doubles,random_doubles,20,21049,0.7404789030495541,0.7404789030495541,0.2132701421800948,0.000363043758874403
Q8WTC7_9CNID_Somermeyer_2022.csv,0,20,pairwise_residual_from_doubles,informative_pair_coverage,20,21049,0.732714660440108,0.732714660440108,0.22748815165876776,0.01997547437717826
Q8WTC7_9CNID_Somermeyer_2022.csv,0,50,pairwise_residual_from_doubles,random_doubles,50,21049,0.7401691880552472,0.7401691880552472,0.2132701421800948,0.0013957015618949271
Q8WTC7_9CNID_Somermeyer_2022.csv,0,50,pairwise_residual_from_doubles,informative_pair_coverage,50,21049,0.7256904172568799,0.7256904172568799,0.23696682464454977,0.038095391764554024
Q8WTC7_9CNID_Somermeyer_2022.csv,0,100,pairwise_residual_from_doubles,random_doubles,100,21049,0.7405371690934124,0.7405371690934124,0.20853080568720378,0.0020330450496966568
